type,condition1,trialNo,stim1,textColor,stimFormat,key,ITI,presTime,thisN,thisTrialN,thisRepN,press.keys,press.corr,press.rt,press.duration,stroop.thisRepN,stroop.thisTrialN,stroop.thisN,stroop.thisIndex,thisRow.t,notes,welcome.started,press_space.started,text_welcome.started,welcome.stopped,press_space.keys,press_space.rt,press_space.duration,trial.started,press.started,text_stroop.started,sound_1.started,dot.started,text_stroop.stopped,trial.stopped,stroop.press.keys,stroop.press.corr,stroop.press.rt,stroop.press.duration,time_fixation,fixation.started,dot_fixation.started,dot_fixation.stopped,fixation.stopped,sound_1.stopped,dot.stopped,thanks.started,thank_you.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
test,inconsistent,6,red,yellow,word,z,800,2000,9,9,0,z,1,1.3606129999971017,None,0,9,9,5,64.73485370000708,,,,,,,,,64.73050670001248,64.73485370000708,64.73485370000708,0.020765499997651204,64.9247347000055,64.9247347000055,66.10991820000345,z,1,1.3606129999971017,None,5.967409783239413,66.11071450001327,66.12435130000813,72.10393940001086,72.07277470000554,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,inconsistent,31,yellow,red,word,z,800,2000,10,10,0,z,1,1.3021842000016477,None,0,10,10,30,72.10393940001086,,,,,,,,,72.09975660000055,72.10393940001086,72.10393940001086,0.02682289999211207,72.28881530000945,72.28881530000945,73.42308870000124,z,1,1.3021842000016477,None,4.133171738666684,73.42346250000992,73.43861800000013,77.5996210000012,77.55505700000504,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,consistent,7,green,green,word,m,800,2000,11,11,0,m,1,1.0103111999924295,None,0,11,11,6,77.5996210000012,,,,,,,,,77.59373900000355,77.5996210000012,77.5996210000012,0.03873759999987669,77.77069030000712,77.77069030000712,78.62393330001214,m,1,1.0103111999924295,None,4.868400112589217,78.62442720000399,78.6366463000013,83.52416960000119,83.48579740000423,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,inconsistent,8,black,yellow,word,z,800,2000,12,12,0,z,1,0.7961510000022827,None,0,12,12,7,83.52416960000119,,,,,,,,,83.5199147000094,83.52416960000119,83.52416960000119,0.034030800001346506,83.7015623000043,83.7015623000043,84.33670800000255,z,1,0.7961510000022827,None,1.5734707040300653,84.33728580000752,84.35153770000034,85.93863330000022,85.90176880000217,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,inconsistent,16,red,green,word,z,800,2000,13,13,0,z,1,0.8693858999904478,None,0,13,13,15,85.93863330000022,,,,,,,,,85.93281540001044,85.93863330000022,85.93863330000022,0.03095719999691937,86.11749070000951,86.11749070000951,86.81899160001194,z,1,0.8693858999904478,None,3.526125071983568,86.81959910001024,86.83405770000536,90.36475300000166,90.33348860000842,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,inconsistent,48,yellow,red,word,z,800,2000,14,14,0,z,1,0.9783344000024954,None,0,14,14,47,90.36475300000166,,,,,,,,,90.36005490001116,90.36475300000166,90.36475300000166,0.026775799997267313,90.54916120000416,90.54916120000416,91.35034570000425,z,1,0.9783344000024954,None,2.701579198902923,91.3508351000055,91.36626290000277,94.08402650000062,94.04866250000487,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,inconsistent,42,green,yellow,word,z,800,2000,15,15,0,z,1,0.9517917000048328,None,0,15,15,41,94.08402650000062,,,,,,,,,94.07947350000904,94.08402650000062,94.08402650000062,0.030772199999773875,94.24815560001298,94.24815560001298,95.05011520000699,z,1,0.9517917000048328,None,1.6492597577346026,95.0505109000078,95.0643742000102,96.73425670000142,96.69796840001072,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,consistent,38,blue,blue,word,m,800,2000,16,16,0,m,1,1.3166175999940606,None,0,16,16,37,96.73425670000142,,,,,,,,,96.72878020000644,96.73425670000142,96.73425670000142,0.030863699998008087,96.91371180000715,96.91371180000715,98.06582330001402,m,1,1.3166175999940606,None,1.2281508392807692,98.06642430000647,98.08012460000464,99.32150660001207,99.28072760000941,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,consistent,18,red,red,word,m,800,2000,17,17,0,m,1,1.387421199993696,None,0,17,17,17,99.32150660001207,,,,,,,,,99.31590270000743,99.32150660001207,99.32150660001207,0.035187500005122274,99.49626379999972,99.49626379999972,100.71448260000034,m,1,1.387421199993696,None,1.2724619372462063,100.71520040000905,100.72928830000455,102.01507860000129,101.97979880000639,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,inconsistent,21,black,yellow,word,z,800,2000,18,18,0,z,1,0.8051055999967502,None,0,18,18,20,102.01507860000129,,,,,,,,,102.00921810000727,102.01507860000129,102.01507860000129,0.02952170000935439,102.19542540000111,102.19542540000111,102.8300939000037,z,1,0.8051055999967502,None,4.303722280349083,102.83070170000428,102.84522710001329,107.16773700001067,107.12796840000374,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,inconsistent,25,red,blue,word,z,800,2000,19,19,0,z,1,0.9492816000129096,None,0,19,19,24,107.16773700001067,,,,,,,,,107.16260840000177,107.16773700001067,107.16773700001067,0.03448240000579972,107.34352410001156,107.34352410001156,108.12865290000627,z,1,0.9492816000129096,None,4.678711125846503,108.12937270000111,108.14321100000234,112.83218910000869,112.79222930000105,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,inconsistent,50,yellow,green,word,z,800,2000,20,20,0,z,1,0.9476923000038369,None,0,20,20,49,112.83218910000869,,,,,,,,,112.82717930000217,112.83218910000869,112.83218910000869,0.034887500005424954,113.00835590000497,113.00835590000497,113.79230170001392,z,1,0.9476923000038369,None,4.414752855691004,113.79269220000424,113.80793480000284,118.22499950000201,118.19049650001398,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,inconsistent,33,yellow,green,word,z,800,2000,21,21,0,z,1,1.4680083999992348,None,0,21,21,32,118.22499950000201,,,,,,,,,118.21941990000778,118.22499950000201,118.22499950000201,0.029187899999669753,118.38986020001175,118.38986020001175,119.70764880000206,z,1,1.4680083999992348,None,4.03008079127876,119.70832920000248,119.72252860000299,123.7558115000138,123.72255580000638,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,consistent,49,yellow,yellow,word,m,800,2000,22,22,0,m,1,1.1311754000053043,None,0,22,22,48,123.7558115000138,,,,,,,,,123.75161060001119,123.7558115000138,123.7558115000138,0.028816400008508936,123.93773910000164,123.93773910000164,124.88918950001244,m,1,1.1311754000053043,None,3.632101836084697,124.88970390000031,124.9041736000072,128.556144400005,128.52006820001407,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,consistent,57,yellow,yellow,word,m,800,2000,23,23,0,m,1,0.6922661999997217,None,0,23,23,56,128.556144400005,,,,,,,,,128.55181570000423,128.556144400005,128.556144400005,0.031720500002847984,128.71934320000582,128.71934320000582,129.2548109000054,m,1,0.6922661999997217,None,4.005692854132794,129.2554807000124,129.26932500000112,133.28432320000138,133.25202840000566,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,inconsistent,20,red,green,word,z,800,2000,24,24,0,z,1,0.739886800001841,None,0,24,24,19,133.28432320000138,,,,,,,,,133.27954350000073,133.28432320000138,133.28432320000138,0.02748540000175126,133.46832630000426,133.46832630000426,134.03632600000128,z,1,0.739886800001841,None,4.442949556100449,134.03677390000666,134.0509202000103,138.49546110001393,138.46661339999991,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,inconsistent,24,blue,green,word,z,800,2000,25,25,0,z,1,1.5653614000038942,None,0,25,25,23,138.49546110001393,,,,,,,,,138.49094820000755,138.49546110001393,138.49546110001393,0.024386400007642806,138.66601850000734,138.66601850000734,140.06820410001092,z,1,1.5653614000038942,None,4.309815850695356,140.06888640001125,140.0822662000137,144.39980760001345,144.36494830000447,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,inconsistent,2,yellow,green,word,z,800,2000,26,26,0,z,1,1.1835522999899695,None,0,26,26,1,144.39980760001345,,,,,,,,,144.39439170001424,144.39980760001345,144.39980760001345,0.029230999993160367,144.58065260000876,144.58065260000876,145.59882990000187,z,1,1.1835522999899695,None,3.53242668426346,145.59944160000305,145.61531670000113,149.1597671000054,149.13025440000638,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,inconsistent,27,green,red,word,z,800,2000,27,27,0,z,1,1.3965810999943642,None,0,27,27,26,149.1597671000054,,,,,,,,,149.1557135000039,149.1597671000054,149.1597671000054,0.025443300008191727,149.34586930001387,149.34586930001387,150.5633865000127,z,1,1.3965810999943642,None,1.0538567228521603,150.56374830000277,150.57861120000598,151.64172290000715,151.61228370000026,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,inconsistent,11,green,red,word,z,800,2000,28,28,0,z,1,0.8904869000107283,None,0,28,28,10,151.64172290000715,,,,,,,,,151.63772750001226,151.64172290000715,151.64172290000715,0.025321299995994195,151.81154180000885,151.81154180000885,152.54586160001054,z,1,0.8904869000107283,None,3.4301566235823406,152.5463247000007,152.5614423000079,156.00086480000755,155.9609177000093,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,consistent,36,red,red,word,m,800,2000,29,29,0,m,1,1.0951868999982253,None,0,29,29,35,156.00086480000755,,,,,,,,,155.9955634000071,156.00086480000755,156.00086480000755,0.03460310000809841,156.17676480000955,156.17676480000955,157.11137230000168,m,1,1.0951868999982253,None,3.8462141100725353,157.11174980000942,157.12656550000247,160.98022560001118,160.94231180001225,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,inconsistent,55,green,yellow,word,z,800,2000,30,30,0,z,1,0.9470724999991944,None,0,30,30,54,160.98022560001118,,,,,,,,,160.97630100000242,160.98022560001118,160.98022560001118,0.03400770000007469,161.14161750000494,161.14161750000494,161.94269310000527,z,1,0.9470724999991944,None,5.884146472178102,161.94307060001302,161.9586307999998,167.8620471000031,167.82347740000114,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,inconsistent,58,yellow,red,word,z,800,2000,31,31,0,z,1,1.339853800003766,None,0,31,31,57,167.8620471000031,,,,,,,,,167.8563867000048,167.8620471000031,167.8620471000031,0.03296669998962898,168.03926930000307,168.03926930000307,169.2072928000125,z,1,1.339853800003766,None,5.122608427593036,169.2077552000119,169.22333810001146,174.35230490000686,174.32154890001402,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,inconsistent,53,red,yellow,word,z,800,2000,32,32,0,z,1,0.9477594999916619,None,0,32,32,52,174.35230490000686,,,,,,,,,174.34786030001123,174.35230490000686,174.35230490000686,0.02630650000355672,174.5371165000106,174.5371165000106,175.3049236000079,z,1,0.9477594999916619,None,1.3205691057066802,175.3054065000033,175.32022320000397,176.65978929999983,176.62072760000592,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,inconsistent,44,green,red,word,z,800,2000,33,33,0,z,1,1.8922441999893636,None,0,33,33,43,176.65978929999983,,,,,,,,,176.65467880001233,176.65978929999983,176.65978929999983,0.03409290000854526,176.83626780001214,176.83626780001214,178.5544729000103,z,1,1.8922441999893636,None,1.4053017303620698,178.55509890000394,178.5691155000095,179.99431050001294,179.9526795000129,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,inconsistent,32,orange,green,word,z,800,2000,34,34,0,z,1,0.7526533000054769,None,0,34,34,31,179.99431050001294,,,,,,,,,179.98835070000496,179.99431050001294,179.99431050001294,0.03569769999012351,180.16858850000426,180.16858850000426,180.75392130001273,z,1,0.7526533000054769,None,1.30296447140702,180.754640500003,180.7682535000058,182.09301270000287,182.0519850000128,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,consistent,28,yellow,yellow,word,m,800,2000,35,35,0,m,1,0.7876191999966977,None,0,35,35,27,182.09301270000287,,,,,,,,,182.08853100000124,182.09301270000287,182.09301270000287,0.036440800002310425,182.25150610000128,182.25150610000128,182.88519270000688,m,1,0.7876191999966977,None,2.5635208209270868,182.88555130000168,182.90070310000738,185.47536370001035,185.43421110000054,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,consistent,41,green,green,word,m,800,2000,36,36,0,m,1,0.7735907000023872,None,0,36,36,40,185.47536370001035,,,,,,,,,185.46978120000858,185.47536370001035,185.47536370001035,0.035591899999417365,185.64975670000422,185.64975670000422,186.25193950001267,m,1,0.7735907000023872,None,2.0884484658887943,186.2524939000141,186.26620490000641,188.36524880000798,188.33287570001266,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,consistent,45,red,red,word,m,800,2000,37,37,0,m,1,0.6562084999895887,None,0,37,37,44,188.36524880000798,,,,,,,,,188.36075690000143,188.36524880000798,188.36524880000798,0.027930199998081662,188.5324144000042,188.5324144000042,189.03321030001098,m,1,0.6562084999895887,None,5.14505703173661,189.03362560000096,189.04867810000724,194.20433090000006,194.1646749000065,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,inconsistent,39,red,yellow,word,z,800,2000,38,38,0,z,1,1.0810301000019535,None,0,38,38,38,194.20433090000006,,,,,,,,,194.19973150000442,194.20433090000006,194.20433090000006,0.03491240000585094,194.3802558000025,194.3802558000025,195.2980923000141,z,1,1.0810301000019535,None,2.475607959598189,195.29862140001205,195.31332760000078,197.7936669000046,197.76326690000133,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,inconsistent,37,red,green,word,z,800,2000,39,39,0,z,1,1.15551769999729,None,0,39,39,36,197.7936669000046,,,,,,,,,197.7895472000091,197.7936669000046,197.7936669000046,0.02639929999713786,197.97897160000866,197.97897160000866,198.96311670000432,z,1,1.15551769999729,None,2.8900254882450476,198.96360830000776,198.9786940000049,201.8824244000134,201.84533050000027,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,consistent,43,green,green,word,m,800,2000,40,40,0,m,1,0.911800999994739,None,0,40,40,42,201.8824244000134,,,,,,,,,201.87787100000423,201.8824244000134,201.8824244000134,0.032418299990240484,202.06126990000485,202.06126990000485,202.79604880000988,m,1,0.911800999994739,None,3.4221302358385084,202.79643610000494,202.81086480000522,206.2497840000142,206.21039200000814,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,inconsistent,17,yellow,green,word,z,800,2000,41,41,0,z,1,0.942645100003574,None,0,41,41,16,206.2497840000142,,,,,,,,,206.24385430000257,206.2497840000142,206.2497840000142,0.03335349999542814,206.4262155000033,206.4262155000033,207.1951359000086,z,1,0.942645100003574,None,2.328520371926854,207.19578460000048,207.209207900014,209.5380850000074,209.50932230000035,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,inconsistent,10,green,yellow,word,z,800,2000,42,42,0,z,1,1.3148164000012912,None,0,42,42,9,209.5380850000074,,,,,,,,,209.53166469999996,209.5380850000074,209.5380850000074,0.022432300000218675,209.72520910001185,209.72520910001185,210.85921890000463,z,1,1.3148164000012912,None,1.3993629013829414,210.85962100001052,210.8745792000118,212.28424970000924,212.2585509000055,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,consistent,23,green,green,word,m,800,2000,43,43,0,m,1,0.6110857000021497,None,0,43,43,22,212.28424970000924,,,,,,,,,212.27986360000796,212.28424970000924,212.28424970000924,0.02139530000567902,212.4739755000046,212.4739755000046,212.90851960000873,m,1,0.6110857000021497,None,1.9327014811328282,212.90904630000296,212.92383600000176,214.8761736000015,214.8410101000045,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,consistent,34,green,green,word,m,800,2000,44,44,0,m,1,0.6914462000131607,None,0,44,44,33,214.8761736000015,,,,,,,,,214.87221940000018,214.8761736000015,214.8761736000015,0.030963299999712035,215.05682100000558,215.05682100000558,215.57445390000066,m,1,0.6914462000131607,None,4.741121298050912,215.57496600000013,215.58954000000085,220.32912090000173,220.30536040000152,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
test,inconsistent,5,orange,blue,word,z,800,2000,45,45,0,z,1,0.8938722000020789,None,0,45,45,4,220.32912090000173,,,,,,,,,220.32267050001246,220.32912090000173,220.32912090000173,0.01737049999064766,220.52133630000753,220.52133630000753,221.23871230000805,z,1,0.8938722000020789,None,2.0871175488594402,221.23912720000953,221.25428210000973,223.35418580000987,223.3212790000107,,,,,12344,001,2025-03-14_16h33.19.665,pleaseworkstroopcontrol,2024.2.4,59.917984262928364,2025-03-14 16h33.38.145923 -0700,
