type,condition1,trialNo,stim1,textColor,stimFormat,key,ITI,presTime,thisN,thisTrialN,thisRepN,press.keys,press.corr,press.rt,press.duration,stroop.thisRepN,stroop.thisTrialN,stroop.thisN,stroop.thisIndex,thisRow.t,notes,welcome.started,press_space.started,text_welcome.started,welcome.stopped,press_space.keys,press_space.rt,press_space.duration,fixation_control.started,dot_control.started,dot_control.stopped,fixation_control.stopped,trial.started,press.started,text_stroop.started,dot.started,text_stroop.stopped,trial.stopped,stroop.press.keys,stroop.press.corr,stroop.press.rt,stroop.press.duration,time_fixation,fixation.started,dot_fixation.started,dot_fixation.stopped,fixation.stopped,dot.stopped,thanks.started,thank_you.started,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
test,inconsistent,50,yellow,green,word,z,800,2000,137,19,2,z,1,0.8151552999916021,None,2,19,137,49,671.6594460999913,,,,,,,,,,,,,671.6515567999886,671.6594460999913,671.6594460999913,671.8594199999934,671.8594199999934,672.4766398999927,z,1,0.8151552999916021,None,4.2061023049040145,672.4770734999911,672.492199699991,676.690766899992,676.6747699999978,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,26,green,yellow,word,z,800,2000,138,20,2,z,1,1.1104340000019874,None,2,20,138,25,676.690766899992,,,,,,,,,,,,,676.6780825999886,676.690766899992,676.690766899992,676.874316100002,676.874316100002,677.8087797999906,z,1,1.1104340000019874,None,5.119659308189049,677.8092100999929,677.823716599989,682.9389959999971,682.9228531999979,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,36,red,red,word,m,800,2000,139,21,2,m,1,1.029136599987396,None,2,21,139,35,682.9389959999971,,,,,,,,,,,,,682.9260097999941,682.9389959999971,682.9389959999971,683.1386287999921,683.1386287999921,683.9729917999939,m,1,1.029136599987396,None,3.3467441171070402,683.9734376999986,683.9890682999976,687.3210166999925,687.305060499988,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,25,red,blue,word,z,800,2000,140,22,2,z,1,0.829544199994416,None,2,22,140,24,687.3210166999925,,,,,,,,,,,,,687.3062018999917,687.3210166999925,687.3210166999925,687.5205673000019,687.5205673000019,688.1559587999946,z,1,0.829544199994416,None,2.860189837115927,688.1564165000018,688.1703347000002,691.0193704999983,691.0038484999968,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,11,green,red,word,z,800,2000,141,23,2,z,1,1.1620549999934155,None,2,23,141,10,691.0193704999983,,,,,,,,,,,,,691.0097970999923,691.0193704999983,691.0193704999983,691.2191784999886,691.2191784999886,692.1869583999942,z,1,1.1620549999934155,None,2.814860585303944,692.1873248999909,692.2022671000013,695.0012094999984,694.9851752999966,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,56,green,red,word,z,800,2000,142,24,2,z,1,0.7384747000032803,None,2,24,142,55,695.0012094999984,,,,,,,,,,,,,694.9858304999943,695.0012094999984,695.0012094999984,695.1842059999908,695.1842059999908,695.7518856999959,z,1,0.7384747000032803,None,1.1461633604178454,695.7522545999964,695.7676091999892,696.9006573999941,696.8849956999911,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,54,green,green,word,m,800,2000,143,25,2,m,1,0.6670680000097491,None,2,25,143,53,696.9006573999941,,,,,,,,,,,,,696.8858244000003,696.9006573999941,696.9006573999941,697.1005831999937,697.1005831999937,697.5694163000007,m,1,0.6670680000097491,None,3.4462704888876896,697.5700286999927,697.5839992999972,701.016257299998,700.9999627999932,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,1,red,red,word,m,800,2000,144,26,2,m,1,1.2693020000006072,None,2,26,144,0,701.016257299998,,,,,,,,,,,,,701.0029210999928,701.016257299998,701.016257299998,701.2158254999958,701.2158254999958,702.3002373999916,m,1,1.2693020000006072,None,1.4471395615936462,702.3006664999994,702.3155947999912,703.7485022999899,703.7323920999916,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,49,yellow,yellow,word,m,800,2000,145,27,2,m,1,1.1088249000022188,None,2,27,145,48,703.7485022999899,,,,,,,,,,,,,703.7363482999936,703.7485022999899,703.7485022999899,703.9486498999904,703.9486498999904,704.8672468000004,m,1,1.1088249000022188,None,3.974506129384027,704.8676410999906,704.8813063999987,708.8464544000017,708.8303963999933,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,18,red,red,word,m,800,2000,146,28,2,m,1,0.9201484999939566,None,2,28,146,17,708.8464544000017,,,,,,,,,,,,,708.8332643999893,708.8464544000017,708.8464544000017,709.0297229999996,709.0297229999996,709.7810293999937,m,1,0.9201484999939566,None,3.2902335749906237,709.7815562999895,709.7962642999919,713.0782883999927,713.0621962000005,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,5,orange,blue,word,z,800,2000,147,29,2,z,1,0.8347342999913963,None,2,29,147,4,713.0782883999927,,,,,,,,,,,,,713.064770500001,713.0782883999927,713.0782883999927,713.2615835999895,713.2615835999895,713.9290680999984,z,1,0.8347342999913963,None,5.418583349837008,713.9294469000015,713.9447498999943,719.3594390999933,719.343796199988,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,6,red,yellow,word,z,800,2000,148,30,2,z,1,0.9827998999971896,None,2,30,148,5,719.3594390999933,,,,,,,,,,,,,719.3462945999927,719.3594390999933,719.3594390999933,719.559367599999,719.559367599999,720.3437643999932,z,1,0.9827998999971896,None,5.653870799031041,720.3441394999973,720.3590839999961,726.007489399999,725.9910780999926,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,45,red,red,word,m,800,2000,149,31,2,m,1,0.6602268000133336,None,2,31,149,44,726.007489399999,,,,,,,,,,,,,725.9920270000002,726.007489399999,726.007489399999,726.1904398999905,726.1904398999905,726.6750311999931,m,1,0.6602268000133336,None,1.1231697513695167,726.6755247999972,726.6906391999946,727.8068157999951,727.7904814999929,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,38,blue,blue,word,m,800,2000,150,32,2,m,1,0.7075286000035703,None,2,32,150,37,727.8068157999951,,,,,,,,,,,,,727.7928589999938,727.8068157999951,727.8068157999951,727.9898007000011,727.9898007000011,728.5252210999897,m,1,0.7075286000035703,None,2.3638220425035534,728.5259598999983,728.5397133999941,730.8890259999898,730.8733000999928,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,55,green,yellow,word,z,800,2000,151,33,2,z,1,1.0075325000070734,None,2,33,151,54,730.8890259999898,,,,,,,,,,,,,730.8786306999973,730.8890259999898,730.8890259999898,731.0888737999921,731.0888737999921,731.9068461999996,z,1,1.0075325000070734,None,3.6072038322779267,731.9071962999878,731.9219593999878,735.5211194000003,735.5049814999948,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,34,green,green,word,m,800,2000,152,34,2,m,1,0.7033916999935172,None,2,34,152,33,735.5211194000003,,,,,,,,,,,,,735.5059171999892,735.5211194000003,735.5211194000003,735.720567700002,735.720567700002,736.2377969999943,m,1,0.7033916999935172,None,2.455837873225503,736.23813469999,736.2536505999888,738.7029203999991,738.6871868000017,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,28,yellow,yellow,word,m,800,2000,153,35,2,m,1,0.8115562000020873,None,2,35,153,27,738.7029203999991,,,,,,,,,,,,,738.6899609999964,738.7029203999991,738.7029203999991,738.9028092999943,738.9028092999943,739.520414300001,m,1,0.8115562000020873,None,5.881297791120399,739.5209252999921,739.5359256999946,745.4175801999954,745.4011304000014,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,30,blue,red,word,z,800,2000,154,36,2,z,1,0.6376870000094641,None,2,36,154,29,745.4175801999954,,,,,,,,,,,,,745.4040417999931,745.4175801999954,745.4175801999954,745.6005342999997,745.6005342999997,746.0683520999883,z,1,0.6376870000094641,None,3.142127819044524,746.0686657999904,746.0838064999989,749.2158221999998,749.2000864000001,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,10,green,yellow,word,z,800,2000,155,37,2,z,1,1.1605506999912905,None,2,37,155,9,749.2158221999998,,,,,,,,,,,,,749.2038920999912,749.2158221999998,749.2158221999998,749.4159248999931,749.4159248999931,750.3831370999978,z,1,1.1605506999912905,None,4.460743089718932,750.3835426000005,750.3988773000019,754.8477654000017,754.8315809999913,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,59,yellow,green,word,z,800,2000,156,38,2,z,1,0.9090484000043944,None,2,38,156,58,754.8477654000017,,,,,,,,,,,,,754.835362599988,754.8477654000017,754.8477654000017,755.0472328999895,755.0472328999895,755.764826899991,z,1,0.9090484000043944,None,2.074524610580502,755.7652278999885,755.7803822999995,757.8464209999947,757.8305651999981,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,35,red,red,word,m,800,2000,157,39,2,m,1,0.63025679999555,None,2,39,157,34,757.8464209999947,,,,,,,,,,,,,757.8329051999899,757.8464209999947,757.8464209999947,758.0301034000004,758.0301034000004,758.4814921999932,m,1,0.63025679999555,None,4.547953860494077,758.4818415999907,758.4961167000001,763.0446378999914,763.0286887999973,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,32,orange,green,word,z,800,2000,158,40,2,z,1,0.9311129999987315,None,2,40,158,31,763.0446378999914,,,,,,,,,,,,,763.0329870999994,763.0446378999914,763.0446378999914,763.2444244999933,763.2444244999933,763.9788954999967,z,1,0.9311129999987315,None,5.570573831528537,763.9793400999915,763.9943048999994,769.5588768000016,769.543144700001,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,14,yellow,blue,word,z,800,2000,159,41,2,z,1,0.8133991999930004,None,2,41,159,13,769.5588768000016,,,,,,,,,,,,,769.5464196999965,769.5588768000016,769.5588768000016,769.7587869999988,769.7587869999988,770.3767026999994,z,1,0.8133991999930004,None,5.013650049424033,770.3771022000001,770.3919934000005,775.3905388999992,775.3740199000022,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,27,green,red,word,z,800,2000,160,42,2,z,1,0.783811200002674,None,2,42,160,26,775.3905388999992,,,,,,,,,,,,,775.3771883000009,775.3905388999992,775.3905388999992,775.573894000001,775.573894000001,776.1913740000018,z,1,0.783811200002674,None,1.6663391523300182,776.1918293999915,776.2066320000013,777.8727872000018,777.8570111000008,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,41,green,green,word,m,800,2000,161,43,2,m,1,0.7412748000060674,None,2,43,161,40,777.8727872000018,,,,,,,,,,,,,777.8578194000002,777.8727872000018,777.8727872000018,778.0559806999954,778.0559806999954,778.6238003999897,m,1,0.7412748000060674,None,1.7086236063936802,778.6242003999942,778.6400490999949,780.3386343999882,780.3237034999911,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,33,yellow,green,word,z,800,2000,162,44,2,z,1,0.9698399000044446,None,2,44,162,32,780.3386343999882,,,,,,,,,,,,,780.3269841000001,780.3386343999882,780.3386343999882,780.5388386999985,780.5388386999985,781.3225109999912,z,1,0.9698399000044446,None,5.145932304663458,781.3228820999939,781.3381187999912,786.4698365999939,786.4539346999954,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,29,green,blue,word,z,800,2000,163,45,2,z,1,0.8083458999899449,None,2,45,163,28,786.4698365999939,,,,,,,,,,,,,786.4567271999986,786.4698365999939,786.4698365999939,786.6529663999972,786.6529663999972,787.2872871,z,1,0.8083458999899449,None,4.185131659662959,787.287625500001,787.3027747000015,791.4849116999976,791.4687316999916,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,58,yellow,red,word,z,800,2000,164,46,2,z,1,1.0075637999980245,None,2,46,164,57,791.4849116999976,,,,,,,,,,,,,791.4718682999955,791.4849116999976,791.4849116999976,791.6848030999972,791.6848030999972,792.5022639999952,z,1,1.0075637999980245,None,3.6122146168655602,792.5026310999965,792.5176544999995,796.1168008999957,796.100738699999,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,52,red,green,word,z,800,2000,165,47,2,z,1,1.1273993999930099,None,2,47,165,51,796.1168008999957,,,,,,,,,,,,,796.1032994999987,796.1168008999957,796.1168008999957,796.3162936000008,796.3162936000008,797.2509136000008,z,1,1.1273993999930099,None,2.3846680094848955,797.251423499998,797.2661789999984,799.6493861999916,799.6325170999917,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,57,yellow,yellow,word,m,800,2000,166,48,2,m,1,0.7053096999879926,None,2,48,166,56,799.6493861999916,,,,,,,,,,,,,799.6355566999991,799.6493861999916,799.6493861999916,799.8318908999936,799.8318908999936,800.3662598999945,m,1,0.7053096999879926,None,5.512328437083088,800.3667048999923,800.3818638999946,805.8800588000013,805.8647695999971,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,8,black,yellow,word,z,800,2000,167,49,2,z,1,0.7194491999980528,None,2,49,167,7,805.8800588000013,,,,,,,,,,,,,805.8684435999894,805.8800588000013,805.8800588000013,806.0798864999961,806.0798864999961,806.6141193999938,z,1,0.7194491999980528,None,2.5962872886865096,806.6145936999965,806.6296349999902,809.2119749999983,809.1959065999981,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,12,yellow,yellow,word,m,800,2000,168,50,2,m,1,0.8455642000044463,None,2,50,168,11,809.2119749999983,,,,,,,,,,,,,809.1986930999992,809.2119749999983,809.2119749999983,809.3951902999979,809.3951902999979,810.0629167000006,m,1,0.8455642000044463,None,4.383530538853876,810.0633465999999,810.0783436999918,814.4601806999999,814.4443134999892,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,22,red,yellow,word,z,800,2000,169,51,2,z,1,1.2540681999962544,None,2,51,169,21,814.4601806999999,,,,,,,,,,,,,814.4468595999933,814.4601806999999,814.4601806999999,814.6599939000007,814.6599939000007,815.7271853999991,z,1,1.2540681999962544,None,3.222708951425596,815.727542099994,815.7432550999947,818.9587365999905,818.9426487999881,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,46,yellow,yellow,word,m,800,2000,170,52,2,m,1,1.913243800008786,None,2,52,170,45,818.9587365999905,,,,,,,,,,,,,818.9455868999939,818.9587365999905,818.9587365999905,819.1418895999959,819.1418895999959,820.8758952999924,m,1,1.913243800008786,None,3.852062866347667,820.8763016000012,820.8912808000023,824.7401505000016,824.7242866000015,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,53,red,yellow,word,z,800,2000,171,53,2,z,1,1.286873299992294,None,2,53,171,52,824.7401505000016,,,,,,,,,,,,,824.7268122999958,824.7401505000016,824.7401505000016,824.923384099995,824.923384099995,826.0408023999917,z,1,1.286873299992294,None,1.0834039348433806,826.0411616999918,826.0563580000016,827.1392506999982,827.1232220999955,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,48,yellow,red,word,z,800,2000,172,54,2,z,1,1.2099094000004698,None,2,54,172,47,827.1392506999982,,,,,,,,,,,,,827.1266076999891,827.1392506999982,827.1392506999982,827.3225378999923,827.3225378999923,828.3571518999961,z,1,1.2099094000004698,None,1.5267945998057715,828.3576368999929,828.3722819999966,829.8885624999966,829.872598899994,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,47,blue,blue,word,m,800,2000,173,55,2,m,1,0.7852646999963326,None,2,55,173,46,829.8885624999966,,,,,,,,,,,,,829.8752107999899,829.8885624999966,829.8885624999966,830.0884593999945,830.0884593999945,830.688593599989,m,1,0.7852646999963326,None,2.156887605263752,830.6889789999987,830.7054427999974,832.8539287000021,832.8377747999912,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,31,yellow,red,word,z,800,2000,174,56,2,z,1,1.4058072000043467,None,2,56,174,30,832.8539287000021,,,,,,,,,,,,,832.8415497999958,832.8539287000021,832.8539287000021,833.0373975999973,833.0373975999973,834.2713086000003,z,1,1.4058072000043467,None,2.2025220853846657,834.271702500002,834.2866885999974,836.4866030999983,836.4705643999914,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,51,red,red,word,m,800,2000,175,57,2,m,1,0.6401428999961354,None,2,57,175,50,836.4866030999983,,,,,,,,,,,,,836.4732786999957,836.4866030999983,836.4866030999983,836.685742799993,836.685742799993,837.1368785999948,m,1,0.6401428999961354,None,3.398972558701038,837.1372196000011,837.1523752999929,840.5516522999969,840.5351020999951,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,7,green,green,word,m,800,2000,176,58,2,m,1,0.964673499998753,None,2,58,176,6,840.5516522999969,,,,,,,,,,,,,840.537739499996,840.5516522999969,840.5516522999969,840.734464299996,840.734464299996,841.5187670000014,m,1,0.964673499998753,None,1.2773920007622932,841.5191864999942,841.5345271999977,842.800545399994,842.7848830000003,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,4,red,green,word,z,800,2000,177,0,3,z,1,1.022690900004818,None,3,0,177,3,842.800545399994,,,,,,,,,,,,,842.7883919000014,842.800545399994,842.800545399994,843.0011716000008,843.0011716000008,843.8349879000016,z,1,1.022690900004818,None,3.9025220854611185,843.8355570999993,843.8500844999944,847.7489059999934,847.7326118999918,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,44,green,red,word,z,800,2000,178,1,3,z,1,0.8794488999992609,None,3,1,178,43,847.7489059999934,,,,,,,,,,,,,847.7357365999924,847.7489059999934,847.7489059999934,847.9321721000015,847.9321721000015,848.6339923999913,z,1,0.8794488999992609,None,5.164956372392054,848.6346090000006,848.6489333999925,853.8133343999943,853.7971008000022,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,21,black,yellow,word,z,800,2000,179,2,3,z,1,1.0399283000006108,None,3,2,179,20,853.8133343999943,,,,,,,,,,,,,853.7997070999991,853.8133343999943,853.8133343999943,853.9965509999893,853.9965509999893,854.8644417999894,z,1,1.0399283000006108,None,5.813097298797602,854.8648895999941,854.8797134999913,860.6777431999944,860.6614583999908,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,3,blue,red,word,z,800,2000,180,3,3,z,1,0.806461300002411,None,3,3,180,2,860.6777431999944,,,,,,,,,,,,,860.6638296000019,860.6777431999944,860.6777431999944,860.8612093999982,860.8612093999982,861.4951767999883,z,1,0.806461300002411,None,3.333276327532422,861.4955275999964,861.5107224999956,864.8429841999896,864.8271277999884,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,47,blue,blue,word,m,800,2000,181,4,3,m,1,0.8753378999972483,None,3,4,181,46,864.8429841999896,,,,,,,,,,,,,864.8278164999938,864.8429841999896,864.8429841999896,865.0431353999884,865.0431353999884,865.7274314999959,m,1,0.8753378999972483,None,2.720355304788732,865.7277899999899,865.7426028999907,868.4582325999945,868.4422778000007,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,55,green,yellow,word,z,800,2000,182,5,3,z,1,1.0124229000066407,None,3,5,182,54,868.4582325999945,,,,,,,,,,,,,868.4454253000004,868.4582325999945,868.4582325999945,868.6416639999952,868.6416639999952,869.4756224000012,z,1,1.0124229000066407,None,3.7432857890132496,869.4760253999993,869.4913589999924,873.2234279999975,873.2073734000005,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,52,red,green,word,z,800,2000,183,6,3,z,1,1.2217868000007002,None,3,6,183,51,873.2234279999975,,,,,,,,,,,,,873.209793099988,873.2234279999975,873.2234279999975,873.423197199998,873.423197199998,874.4569400999899,z,1,1.2217868000007002,None,4.88115380284535,874.4572742000018,874.4727977000002,879.3383512,879.3219723999937,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,50,yellow,green,word,z,800,2000,184,7,3,z,1,1.8602268000104232,None,3,7,184,49,879.3383512,,,,,,,,,,,,,879.3246413000015,879.3383512,879.3383512,879.537831499998,879.537831499998,881.205337499996,z,1,1.8602268000104232,None,4.781792679099586,881.2056884999911,881.2207774999988,886.0024804999994,885.9866803999903,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,38,blue,blue,word,m,800,2000,185,8,3,m,1,1.1615770000062184,None,3,8,185,37,886.0024804999994,,,,,,,,,,,,,885.9895854999922,886.0024804999994,886.0024804999994,886.2023962999956,886.2023962999956,887.1702805999957,m,1,1.1615770000062184,None,2.094857491847349,887.1706152999977,887.1859067999903,889.2678281999979,889.251803399995,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,34,green,green,word,m,800,2000,186,9,3,m,1,0.7860818000044674,None,3,9,186,33,889.2678281999979,,,,,,,,,,,,,889.2563985000015,889.2678281999979,889.2678281999979,889.4518781999941,889.4518781999941,890.0689832999924,m,1,0.7860818000044674,None,4.363598390303427,890.0693971000001,890.0844634999958,894.4327338000003,894.4165680000006,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,1,red,red,word,m,800,2000,187,10,3,m,1,0.8151891000015894,None,3,10,187,0,894.4327338000003,,,,,,,,,,,,,894.4189570999879,894.4327338000003,894.4327338000003,894.615973299995,894.615973299995,895.2502989999921,m,1,0.8151891000015894,None,2.3712255070985755,895.2506466999912,895.2657352999959,897.6315485999949,897.6158131999982,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,41,green,green,word,m,800,2000,188,11,3,m,1,0.6694031999941217,None,3,11,188,40,897.6315485999949,,,,,,,,,,,,,897.6186174999893,897.6315485999949,897.6315485999949,897.8316185000003,897.8316185000003,898.3247713000019,m,1,0.6694031999941217,None,5.776218036512317,898.3252231999941,898.3313244999881,904.1131307999894,904.0975595999917,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,42,green,yellow,word,z,800,2000,189,12,3,z,1,1.1458043999882648,None,3,12,189,41,904.1131307999894,,,,,,,,,,,,,904.0984223999985,904.1131307999894,904.1131307999894,904.3124213999981,904.3124213999981,905.2637050999911,z,1,1.1458043999882648,None,3.42599104225269,905.2642253999948,905.2789756999991,908.6946412999969,908.6787191999902,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,56,green,red,word,z,800,2000,190,13,3,z,1,0.9662163000029977,None,3,13,190,55,908.6946412999969,,,,,,,,,,,,,908.6794090999902,908.6946412999969,908.6946412999969,908.8944788999943,908.8944788999943,909.6624467999936,z,1,0.9662163000029977,None,5.707403314974165,909.6629467999883,909.6776341999939,915.3754219999973,915.3591660999955,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
