type,condition1,trialNo,stim1,textColor,stimFormat,key,ITI,presTime,thisN,thisTrialN,thisRepN,press.keys,press.corr,press.rt,press.duration,stroop.thisRepN,stroop.thisTrialN,stroop.thisN,stroop.thisIndex,thisRow.t,notes,welcome.started,press_space.started,text_welcome.started,welcome.stopped,press_space.keys,press_space.rt,press_space.duration,fixation_control.started,dot_control.started,dot_control.stopped,fixation_control.stopped,trial.started,press.started,text_stroop.started,dot.started,text_stroop.stopped,trial.stopped,stroop.press.keys,stroop.press.corr,stroop.press.rt,stroop.press.duration,time_fixation,fixation.started,dot_fixation.started,dot_fixation.stopped,fixation.stopped,dot.stopped,thanks.started,thank_you.started,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
test,inconsistent,25,red,blue,word,z,800,2000,83,24,1,z,1,0.5789857999916421,None,1,24,83,24,456.5664784999972,,,,,,,,,,,,,456.5532366999978,456.5664784999972,456.5664784999972,456.7497216999909,456.7497216999909,457.15119979999145,z,1,0.5789857999916421,None,5.938470859318645,457.15152839999064,457.1662376999884,463.09766189999937,463.0816646999883,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,36,red,red,word,m,800,2000,84,25,1,m,1,0.6874333000014303,None,1,25,84,35,463.09766189999937,,,,,,,,,,,,,463.08245419999,463.09766189999937,463.09766189999937,463.2977180000016,463.2977180000016,463.7982563999976,m,1,0.6874333000014303,None,1.9923534500195546,463.79866129999573,463.81388109999534,465.796657400002,465.78055440000026,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,59,yellow,green,word,z,800,2000,85,26,1,z,1,0.6056059999973513,None,1,26,85,58,465.796657400002,,,,,,,,,,,,,465.7831137999892,465.796657400002,465.796657400002,465.9798676999926,465.9798676999926,466.4150508999883,z,1,0.6056059999973513,None,5.780698415907952,466.4157751999883,466.42993659999047,472.2111537000019,472.1955717999954,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,48,yellow,red,word,z,800,2000,86,27,1,z,1,0.6896050000068499,None,1,27,86,47,472.2111537000019,,,,,,,,,,,,,472.197325199988,472.2111537000019,472.2111537000019,472.41112189998967,472.41112189998967,472.91238689998863,z,1,0.6896050000068499,None,2.164226978704716,472.9127201999945,472.9278886999964,475.0772233999887,475.06160829999135,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,45,red,red,word,m,800,2000,87,28,1,m,1,0.7393889000086347,None,1,28,87,44,475.0772233999887,,,,,,,,,,,,,475.06768529998953,475.0772233999887,475.0772233999887,475.27720909999334,475.27720909999334,475.8278350999899,m,1,0.7393889000086347,None,1.1462415739873886,475.8283692999976,475.84323949999816,476.9762092000019,476.95984650000173,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,15,yellow,red,word,z,800,2000,88,29,1,z,1,0.7095121000020299,None,1,29,88,14,476.9762092000019,,,,,,,,,,,,,476.9625656999997,476.9762092000019,476.9762092000019,477.15924059999816,477.15924059999816,477.6939652000001,z,1,0.7095121000020299,None,1.8950020045868756,477.6944680000015,477.7091863999958,479.5918280999904,479.5765315999888,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,1,red,red,word,m,800,2000,89,30,1,m,1,0.802123900008155,None,1,30,89,0,479.5918280999904,,,,,,,,,,,,,479.57895859998825,479.5918280999904,479.5918280999904,479.7917645999987,479.7917645999987,480.40897009999026,m,1,0.802123900008155,None,3.429775201640136,480.40934019999986,480.42497300000105,483.84057249999023,483.8245104999951,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,10,green,yellow,word,z,800,2000,90,31,1,z,1,0.6204711999889696,None,1,31,90,9,483.84057249999023,,,,,,,,,,,,,483.827397999994,483.84057249999023,483.84057249999023,484.02374899999995,484.02374899999995,484.4752565999952,z,1,0.6204711999889696,None,2.057547634327002,484.47560049999447,484.49025889999757,486.53947959998914,486.52420039998833,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,42,green,yellow,word,z,800,2000,91,32,1,z,1,0.6013367999985348,None,1,32,91,41,486.53947959998914,,,,,,,,,,,,,486.5248139999894,486.53947959998914,486.53947959998914,486.73949880000146,486.73949880000146,487.1569754999946,z,1,0.6013367999985348,None,3.065579491109176,487.15732749999734,487.17264910000085,490.23855179999373,490.22281139998813,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,27,green,red,word,z,800,2000,92,33,1,z,1,0.8433761999913258,None,1,33,92,26,490.23855179999373,,,,,,,,,,,,,490.22394820000045,490.23855179999373,490.23855179999373,490.4381369999901,490.4381369999901,491.0895034999994,z,1,0.8433761999913258,None,4.520751172211534,491.09012670000084,491.10460310000053,495.6196770999959,495.603626799988,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,17,yellow,green,word,z,800,2000,93,34,1,z,1,0.7423629999975674,None,1,34,93,16,495.6196770999959,,,,,,,,,,,,,495.6068830000004,495.6196770999959,495.6196770999959,495.8028961999953,495.8028961999953,496.37051670000073,z,1,0.7423629999975674,None,1.9830181312713704,496.37093900000036,496.38626999998814,498.36889990000054,498.35272460000124,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,35,red,red,word,m,800,2000,94,35,1,m,1,0.7160052999970503,None,1,35,94,34,498.36889990000054,,,,,,,,,,,,,498.35573779999686,498.36889990000054,498.36889990000054,498.55198499999824,498.55198499999824,499.08624379998946,m,1,0.7160052999970503,None,1.8229198576193875,499.086599000002,499.1022196999984,500.91816180000023,500.90181189999566,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,41,green,green,word,m,800,2000,95,36,1,z,0,0.5808309999993071,None,1,36,95,40,500.91816180000023,,,,,,,,,,,,,500.90454370000225,500.91816180000023,500.91816180000023,501.1013859999948,501.1013859999948,501.50247009999293,z,0,0.5808309999993071,None,5.546342044272887,501.5029317000008,501.51767929999914,507.0496417999966,507.03309679999074,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,58,yellow,red,word,z,800,2000,96,37,1,z,1,0.7592030000087107,None,1,37,96,57,507.0496417999966,,,,,,,,,,,,,507.0363906999992,507.0496417999966,507.0496417999966,507.24899059999734,507.24899059999734,507.81634530000156,z,1,0.7592030000087107,None,1.323275333823696,507.8167945000023,507.83209869998973,509.1483823000017,509.1326604999922,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,21,black,yellow,word,z,800,2000,97,38,1,z,1,0.7597818999929586,None,1,38,97,20,509.1483823000017,,,,,,,,,,,,,509.135838599992,509.1483823000017,509.1483823000017,509.34840649999387,509.34840649999387,509.91596410000056,z,1,0.7597818999929586,None,2.026643443867417,509.9163067999907,509.9313795999915,511.9475736999884,511.93134969999664,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,28,yellow,yellow,word,m,800,2000,98,39,1,m,1,0.876342299990938,None,1,39,98,27,511.9475736999884,,,,,,,,,,,,,511.9344046999904,511.9475736999884,511.9475736999884,512.1307451999892,512.1307451999892,512.8318082999904,m,1,0.876342299990938,None,4.0785633644428545,512.8324046999915,512.8470534999942,516.9125980999961,516.8970206999948,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,39,red,yellow,word,z,800,2000,99,40,1,z,1,1.190746099993703,None,1,40,99,38,516.9125980999961,,,,,,,,,,,,,516.8997634999978,516.9125980999961,516.9125980999961,517.1124653000006,517.1124653000006,518.1133113999967,z,1,1.190746099993703,None,2.5636274857183268,518.1137162999948,518.1286762999953,520.6778369999956,520.6617326999985,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,12,yellow,yellow,word,m,800,2000,100,41,1,m,1,1.0389978000021074,None,1,41,100,11,520.6778369999956,,,,,,,,,,,,,520.6651608999964,520.6778369999956,520.6778369999956,520.877619299994,520.877619299994,521.729846000002,m,1,1.0389978000021074,None,5.401644781440673,521.730382099995,521.7441264999943,527.1422020999889,527.1263982999953,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,24,blue,green,word,z,800,2000,101,42,1,z,1,1.564138500005356,None,1,42,101,23,527.1422020999889,,,,,,,,,,,,,527.1285557999945,527.1422020999889,527.1422020999889,527.3421339999913,527.3421339999913,528.7093072999996,z,1,1.564138500005356,None,3.4619034972151543,528.7096656999929,528.7250706999912,532.1745120999985,532.1578481999895,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,29,green,blue,word,z,800,2000,102,43,1,z,1,0.876921000002767,None,1,43,102,28,532.1745120999985,,,,,,,,,,,,,532.1610101999977,532.1745120999985,532.1745120999985,532.3737013999926,532.3737013999926,533.0585430999927,z,1,0.876921000002767,None,4.319565424500452,533.0589649999893,533.0735178999894,537.3916009999957,537.382840899998,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,37,red,green,word,z,800,2000,103,44,1,z,1,1.269370699999854,None,1,44,103,36,537.3916009999957,,,,,,,,,,,,,537.3863960999879,537.3916009999957,537.3916009999957,537.5884882999962,537.5884882999962,538.6729926999978,z,1,1.269370699999854,None,1.1044123408081965,538.67342739999,538.6881509999948,539.7879796999914,539.7719858999917,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,6,red,yellow,word,z,800,2000,104,45,1,z,1,0.9879568000033032,None,1,45,104,5,539.7879796999914,,,,,,,,,,,,,539.7733095000003,539.7879796999914,539.7879796999914,539.9878857000003,539.9878857000003,540.7893767999922,z,1,0.9879568000033032,None,5.970763608074959,540.7897258000012,540.804719199994,546.7688387999951,546.7530411999905,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,31,yellow,red,word,z,800,2000,105,46,1,z,1,1.145972400001483,None,1,46,105,30,546.7688387999951,,,,,,,,,,,,,546.7570565999922,546.7688387999951,546.7688387999951,546.9689110999898,546.9689110999898,547.9191911999951,z,1,1.145972400001483,None,1.7738781743087486,547.9195251999918,547.9360478000017,549.7013143999939,549.6851749999914,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,7,green,green,word,m,800,2000,106,47,1,m,1,0.8192999000020791,None,1,47,106,6,549.7013143999939,,,,,,,,,,,,,549.6877820999944,549.7013143999939,549.7013143999939,549.9011866999936,549.9011866999936,550.5355013999942,m,1,0.8192999000020791,None,2.702626193025809,550.5362550999998,550.550977699997,553.2499582999881,553.2343422999984,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,52,red,green,word,z,800,2000,107,48,1,z,1,1.3950870999979088,None,1,48,107,51,553.2499582999881,,,,,,,,,,,,,553.2376634999964,553.2499582999881,553.2499582999881,553.4498011999967,553.4498011999967,554.6510382999986,z,1,1.3950870999979088,None,3.0903411481935645,554.6513784999988,554.6661964999948,557.748363199993,557.7322465999896,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,46,yellow,yellow,word,m,800,2000,108,49,1,m,1,1.006756899994798,None,1,49,108,45,557.748363199993,,,,,,,,,,,,,557.7361655999994,557.748363199993,557.748363199993,557.931605299993,557.931605299993,558.7658625999902,m,1,1.006756899994798,None,2.345909666418505,558.7662751999887,558.781236099996,561.114331299992,561.0987154999893,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,8,black,yellow,word,z,800,2000,109,50,1,z,1,0.773952300005476,None,1,50,109,7,561.114331299992,,,,,,,,,,,,,561.1016237000003,561.114331299992,561.114331299992,561.3137245999969,561.3137245999969,561.8982658999885,z,1,0.773952300005476,None,4.410547663660035,561.8985973999952,561.9137852999993,566.3120782999904,566.2966077000019,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,23,green,green,word,m,800,2000,110,51,1,m,1,0.7743422999919858,None,1,51,110,22,566.3120782999904,,,,,,,,,,,,,566.2999532999966,566.3120782999904,566.3120782999904,566.5119787000003,566.5119787000003,567.0965748000017,m,1,0.7743422999919858,None,3.1684830197612444,567.0969293999951,567.1121896999975,570.2776710999897,570.2612515999936,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,9,red,blue,word,z,800,2000,111,52,1,z,1,0.8975922999961767,None,1,52,111,8,570.2776710999897,,,,,,,,,,,,,570.2644098999881,570.2776710999897,570.2776710999897,570.4607367999997,570.4607367999997,571.1783157999889,z,1,0.8975922999961767,None,3.624196365566756,571.1786764999997,571.193887299989,574.8091017999977,574.7932482999895,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,50,yellow,green,word,z,800,2000,112,53,1,z,1,1.0317805999948177,None,1,53,112,49,574.8091017999977,,,,,,,,,,,,,574.7964638999983,574.8091017999977,574.8091017999977,574.9926532999962,574.9926532999962,575.8431775999925,z,1,1.0317805999948177,None,3.521113185175705,575.8441631999885,575.8590222999919,579.3741976000019,579.3582137999911,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,40,yellow,yellow,word,m,800,2000,113,54,1,m,1,1.145207500012475,None,1,54,113,39,579.3741976000019,,,,,,,,,,,,,579.3589673999959,579.3741976000019,579.3741976000019,579.5575109999918,579.5575109999918,580.5248683999962,m,1,1.145207500012475,None,5.098264715896313,580.5252540999936,580.5405639999954,585.6222143999912,585.606546199997,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,13,purple,red,word,z,800,2000,114,55,1,z,1,0.7735820000089006,None,1,55,114,12,585.6222143999912,,,,,,,,,,,,,585.6092104999989,585.6222143999912,585.6222143999912,585.8219774999889,585.8219774999889,586.406226799998,z,1,0.7735820000089006,None,2.092108251188802,586.4066157999914,586.4218676999881,588.504405899992,588.4885369999975,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,5,orange,blue,word,z,800,2000,115,56,1,z,1,0.8936026000010315,None,1,56,115,4,588.504405899992,,,,,,,,,,,,,588.4928658999997,588.504405899992,588.504405899992,588.6879026999959,588.6879026999959,589.4058101999981,z,1,0.8936026000010315,None,1.6776003416325105,589.4062656999886,589.4209573999979,591.0873867999908,591.070767799989,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,49,yellow,yellow,word,m,800,2000,116,57,1,m,1,0.6453318999992916,None,1,57,116,48,591.0873867999908,,,,,,,,,,,,,591.0739330999932,591.0873867999908,591.0873867999908,591.270253900002,591.270253900002,591.7375259999972,m,1,0.6453318999992916,None,1.3694592736986124,591.7378622999968,591.7532820999913,593.1194901999988,593.1034127000021,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,51,red,red,word,m,800,2000,117,58,1,z,0,0.9249409000040032,None,1,58,117,50,593.1194901999988,,,,,,,,,,,,,593.1062797999912,593.1194901999988,593.1194901999988,593.3030272999895,593.3030272999895,594.05355099999,z,0,0.9249409000040032,None,4.748802384365239,594.0539709000004,594.0691532999917,598.8176971999928,598.802209299989,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,24,blue,green,word,z,800,2000,118,0,2,z,1,0.778340599994408,None,2,0,118,23,598.8176971999928,,,,,,,,,,,,,598.8050068000011,598.8176971999928,598.8176971999928,599.0173982999986,599.0173982999986,599.6022001999954,z,1,0.778340599994408,None,4.756885475534859,599.6026162999915,599.6176103999896,604.3656937999913,604.3496001000021,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,23,green,green,word,m,800,2000,119,1,2,m,1,1.1047878000099445,None,2,1,119,22,604.3656937999913,,,,,,,,,,,,,604.3525310999976,604.3656937999913,604.3656937999913,604.5488561999955,604.5488561999955,605.4832954000012,m,1,1.1047878000099445,None,1.9525131156502298,605.4836836999893,605.4989826999954,607.4480058999907,607.431919900002,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,42,green,yellow,word,z,800,2000,120,2,2,z,1,1.0347236999950837,None,2,2,120,41,607.4480058999907,,,,,,,,,,,,,607.4326850999933,607.4480058999907,607.4480058999907,607.6312507999974,607.6312507999974,608.5001271999936,z,1,1.0347236999950837,None,1.0574273007118997,608.5008511999913,608.5144181999931,609.5639167999907,609.5481595000019,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,40,yellow,yellow,word,m,800,2000,121,3,2,m,1,0.6843664000043646,None,2,3,121,39,609.5639167999907,,,,,,,,,,,,,609.5515596999903,609.5639167999907,609.5639167999907,609.7649537999969,609.7649537999969,610.2647009999928,m,1,0.6843664000043646,None,2.8631244735835715,610.2651647999883,610.2803710000007,613.129852500002,613.1133242999931,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,3,blue,red,word,z,800,2000,122,4,2,z,1,0.9717735999875003,None,2,4,122,2,613.129852500002,,,,,,,,,,,,,613.1161307000002,613.129852500002,613.129852500002,613.312628899992,613.312628899992,614.1135850999999,z,1,0.9717735999875003,None,4.770613333587804,614.1141011,614.1293548999965,618.8939557999984,618.8779453999887,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,39,red,yellow,word,z,800,2000,123,5,2,z,1,0.8309556000021985,None,2,5,123,38,618.8939557999984,,,,,,,,,,,,,618.8802844999882,618.8939557999984,618.8939557999984,619.0774564000021,619.0774564000021,619.7286628000002,z,1,0.8309556000021985,None,2.219662741256691,619.7298842000018,619.7437402999931,621.9596903999918,621.9442380999972,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,16,red,green,word,z,800,2000,124,6,2,z,1,1.138793700010865,None,2,6,124,15,621.9596903999918,,,,,,,,,,,,,621.9450151999918,621.9596903999918,621.9596903999918,622.159587999995,622.159587999995,623.1102785999974,z,1,1.138793700010865,None,2.286008063180883,623.1107377000008,623.1261291999981,625.4085971999884,625.3926475999906,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,19,green,red,word,z,800,2000,125,7,2,z,1,0.7884811999974772,None,2,7,125,18,625.4085971999884,,,,,,,,,,,,,625.3969491999887,625.4085971999884,625.4085971999884,625.5917699999991,625.5917699999991,626.2091270999954,z,1,0.7884811999974772,None,1.0789680519230722,626.2094881999947,626.2248212999984,627.2912530999893,627.275150299989,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,37,red,green,word,z,800,2000,126,8,2,z,1,0.8027094999997644,None,2,8,126,36,627.2912530999893,,,,,,,,,,,,,627.2777116999932,627.2912530999893,627.2912530999893,627.4747102999972,627.4747102999972,628.1088524999941,z,1,0.8027094999997644,None,1.3931953533687116,628.1092819999903,628.1251250999921,629.5071712999925,629.491678499995,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,15,yellow,red,word,z,800,2000,127,9,2,z,1,0.7178044000029331,None,2,9,127,14,629.5071712999925,,,,,,,,,,,,,629.4972276999906,629.5071712999925,629.5071712999925,629.7068849999923,629.7068849999923,630.2412039999908,z,1,0.7178044000029331,None,3.6989597175133047,630.2416898999945,630.2567061000009,633.9558255000011,633.939489299999,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,44,green,red,word,z,800,2000,128,10,2,z,1,0.8369690999970771,None,2,10,128,43,633.9558255000011,,,,,,,,,,,,,633.9426911999908,633.9558255000011,633.9558255000011,634.1554592999892,634.1554592999892,634.8061372999946,z,1,0.8369690999970771,None,3.081240079964213,634.8064708999882,634.8219258999889,637.8875942000013,637.8719177999883,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,13,purple,red,word,z,800,2000,129,11,2,z,1,1.3384089000028325,None,2,11,129,12,637.8875942000013,,,,,,,,,,,,,637.876013000001,637.8875942000013,637.8875942000013,638.0709789999964,638.0709789999964,639.2379989999899,z,1,1.3384089000028325,None,5.655088027481088,639.2383716999902,639.2536458999966,644.9017390999943,644.8860080000013,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,20,red,green,word,z,800,2000,130,12,2,z,1,1.0872732999996515,None,2,12,130,19,644.9017390999943,,,,,,,,,,,,,644.889949199991,644.9017390999943,644.9017390999943,645.1016423999972,645.1016423999972,646.0023671999952,z,1,1.0872732999996515,None,2.550750862477887,646.002745299993,646.0179411999998,648.5674927999935,648.5515822999878,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,43,green,green,word,m,800,2000,131,13,2,m,1,0.7514898999943398,None,2,13,131,42,648.5674927999935,,,,,,,,,,,,,648.554996299994,648.5674927999935,648.5674927999935,648.7672330999922,648.7672330999922,649.3342877999967,m,1,0.7514898999943398,None,2.291374502694143,649.3346313999937,649.3501103000017,651.6328221000003,651.6169209999935,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,17,yellow,green,word,z,800,2000,132,14,2,z,1,1.2754455000103917,None,2,14,132,16,651.6328221000003,,,,,,,,,,,,,651.6211060999922,651.6328221000003,651.6328221000003,651.8326675999997,651.8326675999997,652.9170011999959,z,1,1.2754455000103917,None,4.3428118000973726,652.917349299998,652.932269500001,657.2641672999889,657.248287800001,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,21,black,yellow,word,z,800,2000,133,15,2,z,1,0.6816989000071771,None,2,15,133,20,657.2641672999889,,,,,,,,,,,,,657.2513227000018,657.2641672999889,657.2641672999889,657.4641258999909,657.4641258999909,657.9481925,z,1,0.6816989000071771,None,1.4957850857400647,657.9486497999897,657.9639309999911,659.4466953999945,659.4307688999979,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,4,red,green,word,z,800,2000,134,16,2,z,1,1.2679865000100108,None,2,16,134,3,659.4466953999945,,,,,,,,,,,,,659.4334621999878,659.4466953999945,659.4466953999945,659.6467906999897,659.6467906999897,660.7311090000003,z,1,1.2679865000100108,None,1.1008308757418763,660.731452699998,660.7462866999995,661.8458871999901,661.8299665999948,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,2,yellow,green,word,z,800,2000,135,17,2,z,1,0.9606113000045298,None,2,17,135,1,661.8458871999901,,,,,,,,,,,,,661.8327480000007,661.8458871999901,661.8458871999901,662.0457781000005,662.0457781000005,662.8152522000019,z,1,0.9606113000045298,None,4.426120245834888,662.8160685999901,662.8290578000015,667.244443299991,667.2281781999918,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,9,red,blue,word,z,800,2000,136,18,2,z,1,1.151645300007658,None,2,18,136,8,667.244443299991,,,,,,,,,,,,,667.2315798999916,667.244443299991,667.244443299991,667.4274964999931,667.4274964999931,668.4114994999982,z,1,1.151645300007658,None,3.233659137340509,668.4118499999895,668.4271613000019,671.6594460999913,671.6440547999955,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
